id_produto,id_acao,nome_produto,id_ator_responsavel,id_detalhamento
1.2.3.2,1.2.3,"Divulgação de dados abertos sobre receitas, despesas, projetos financiados e resultados alcançados em segurança viária",A008,D007
1.2.3.3,1.2.3,Disponibilização ferramenta de transparência sobre informações locais específicas de segurança viária para o cidadão,A011,D015
1.2.3.4,1.2.3,Realização de ações de sensibilização sobre transparência e uso responsável dos recursos destinados à segurança viária,A008,D005
1.3.1.1,1.3.1,Elaboração de diagnóstico das lacunas legais e normativas estaduais e federais relacionadas à segurança viária,A008,D006
1.3.1.2,1.3.1,Proposição de minutas com recomendações técnicas à Assembleia Legislativa e órgãos federais competentes,A008,D005
1.3.1.3,1.3.1,Articulação técnica com o Governo Federal para a gestão dos fatores de risco,A008,D005
1.3.1.4,1.3.1,Realização de audiências e reuniões técnicas interinstitucionais com legisladores e gestores públicos,A008,D005
1.3.1.5,1.3.1,Publicação de notas técnicas sobre avanços e desafios normativos no estado,A008,D007
1.3.2.1,1.3.2,"Lançamento público, no âmbito do SISTRAN-SP, da Rede Paulista pela Visão Zero como instrumento de cooperação e compromisso entre o Estado e os municípios",A008,D007
1.3.2.2,1.3.2,"Publicação de seção da Rede Paulista pela Visão Zero no portal público de acompanhamento do PSV-SP, voltada à adesão, engajamento e troca de experiências entre municípios, órgãos estaduais e sociedade civil",A008,D007
1.3.2.3,1.3.2,Apoio técnico aos municípios para elaboração de planos e estratégias locais de segurança viária,A011,D018
1.3.2.4,1.3.2,Realização de oficinas regionais e encontros técnicos periódicos de acompanhamento,A011,D018
1.3.2.5,1.3.2,"Implementação de incentivos para municípios e órgãos estaduais associados ao desempenho, contemplando todos os eixos de atuação",A011,D018
1.3.3.1,1.3.3,Indução da formalização de acordos e parcerias firmadas com base em critérios técnicos e de interesse público,A011,D018
1.3.3.2,1.3.3,Publicação anual de relatório de resultados e impactos das parcerias,A007,D004
1.3.4.1,1.3.4,Elaboração de diretrizes estaduais padronizadas voltadas à adoção de práticas seguras e aplicação da legislação,A008,D005
1.3.4.2,1.3.4,"Criação de protocolo estadual de cooperação e intercâmbio de informações com plataformas digitais, prevendo o compartilhamento regular de dados anonimizados, em conformidade com a LGPD",A011,D018
1.3.4.3,1.3.4,Elaboração de minutas-modelo de regulamentação municipal específicas para proteção de usuários vulneráveis em serviços de transporte,A008,D005
1.3.4.4,1.3.4,"Elaboração de nota técnica estadual com propostas de aprimoramento da regulação nacional sobre segurança de condutores e passageiros vinculados a serviços de transporte, a ser encaminhada ao Governo Federal",A008,D005
1.3.4.5,1.3.4,"Implementação de projeto-piloto em parceria com empresas de transporte, voltado à redução de sinistros e à avaliação de práticas seguras de condução",A011,D018
2.1.1.1,2.1.1,"Elaboração e revisão periódica de protocolo de governança Infosiga, estabelecendo instâncias de decisão, responsabilidades, critérios de atualização e segurança dos dados",A011,D018
2.1.1.2,2.1.1,"Desenvolvimento de módulos temáticos (infraestrutura viária, fiscalização, comunicação e educação) para registro e acompanhamento das ações realizadas por órgãos estaduais e municipais",A011,D018
2.1.1.3,2.1.1,"Desenvolvimento de interface tecnológica para automatizar processos e fluxos de compartilhamento de dados de segurança viária entre sistemas estaduais, federais e municipais",A011,D018
2.1.2.1,2.1.2,Instituição do Fórum Estadual de Dados de Segurança Viária como instância permanente de gestão da informação,A034,D031
2.1.2.2,2.1.2,Elaboração de calendário de atividades,A011,D018
2.1.2.3,2.1.2,Realização de reuniões ordinárias do Fórum,A011,D018
2.1.3.1,2.1.3,Criação de Protocolos Operacionais Padrão (POPs) para formalização do compartilhamento de dados de segurança viária entre órgãos públicos,A011,D018
2.1.3.2,2.1.3,Formalização de instrumentos para o compartilhamento e tratamento de dados de segurança viária entre órgãos públicos,A011,D018
2.1.3.3,2.1.3,Implementação de apoios técnicos associados à regularidade das informações enviadas,A011,D018
2.1.4.1,2.1.4,"Desenvolvimento e implementação de aplicativo estadual de registro de sinistros de trânsito, a ser usado pelas forças de segurança, órgãos municipais de trânsito",A011,D018
2.1.4.2,2.1.4,Criação de Protocolos Operacionais Padrão (POPs) para uso do aplicativo estadual de registro de sinistros de trânsito,A011,D018
2.1.4.3,2.1.4,Criação de modelo do instrumento normativo entre Detran-SP e outros entes para adesão ao uso do aplicativo estadual de registro de sinistros de trânsito,A011,D018
2.1.4.4,2.1.4,Capacitação das forças de segurança na coleta de dados de sinistros de trânsito e uso do aplicativo estadual de registro de sinistros de trânsito,A011,D018
2.1.4.5,2.1.4,Criação de protocolo de acionamento das forças policiais para apoio na investigação de crimes de trânsito,A036,D033
2.1.5.1,2.1.5,Revisão da composição e do regimento interno do Grupo de Trabalho de Avaliação de Causas Externas,A033,D025
2.1.5.2,2.1.5,Definição de plano de trabalho anual do Grupo de Trabalho de Avaliação de Causas Externas,A033,D025
2.1.5.3,2.1.5,Capacitações em análise de dados de causas externas,A033,D025
2.2.1.1,2.2.1,"Integração dos dados do Registro Nacional de Condutores Habilitados (RENACH), Registro Nacional de Veículos Automotores (RENAVAM) e Registro Nacional de Infrações (RENAINF) aos dados do Infosiga",A011,D018
2.2.1.2,2.2.1,"Integração dos dados do Sistema de Informações Hospitalares (SIH), Sistema de Informações sobre Mortalidade (SIM) e Sistema de Informações Ambulatoriais (SIA) aos dados do Infosiga",A011,D018
2.2.1.3,2.2.1,"Integração dos dados do Sistema MITS, Fluxo de veículos e de Sensores de tráfego da ARTESP aos dados do Infosiga",A011,D018
2.2.1.4,2.2.1,"Aprimoramento dos bancos de dados dos Atendimentos pelas Unidades Básicas de Atendimento (UBAs), Fluxo de veículos e de Sensores de tráfego do DER-SP visando a interoperabilidade com o Infosiga",A009,D012
2.2.1.5,2.2.1,"Integração dos bancos de dados dos Atendimentos pelas Unidades Básicas de Atendimento (UBAs), Fluxo de veículos, Sensores de tráfego, SIGOR e Sistema Monitora SP do DER aos dados do Infosiga",A011,D018
2.2.1.6,2.2.1,Integração dos dados de esquipamentos de fiscalização de velocidade ao Infosiga,A011,D018
2.2.1.7,2.2.1,Integração dos dados de sistemas de informação e monitoramento no estado de São Paulo ao Infosiga,A011,D018
2.2.1.8,2.2.1,Integração dos dados dos laudos necroscópicos e toxicológicos do IML aos dados do Infosiga,A011,D018
2.2.2.1,2.2.2,Criação de sistema gerencial e alertas da completude e consistência dos dados e informações de segurança viária no Infosiga,A011,D018
2.2.2.2,2.2.2,Criação e implantação de Protocolos Operacionais Padrão (POPs) para resolução das inconformidades identificadas no sistema gerencial de alertas,A011,D018
2.3.1.1,2.3.1,Expansão da quantidade de informações disponibilizadas na base de dados abertos do Infosiga,A011,D018
2.3.1.2,2.3.1,Publicação periódica das informações do total de mortos e feridos no trânsito e das vidas salvas no estado de São Paulo,A011,D018
2.3.1.3,2.3.1,Elaboração e publicação do relatório anual de sinistralidade no trânsito do estado de São Paulo,A011,D018
2.3.1.4,2.3.1,Criação de API pública de dados do Infosiga,A011,D018
2.3.2.1,2.3.2,"Produção e divulgação periódica, atrelada às reuniões do comitê gestor do PSV-SP, do monitoramento da implementação do plano",A008,D005
2.3.2.2,2.3.2,"Produção e divulgação periódica de estudo de custo-efetividade dos investimentos estaduais em segurança viária, destacando a relação entre investimentos e vidas salvas",A011,D018
2.3.3.1,2.3.3,"Elaboração de manual metodológico de avaliação de impacto de ações para segurança viária, padronizando conceitos, abordagens e indicadores",A011,D018
2.3.3.2,2.3.3,"Elaboração e divulgação periódica dos estudos de avaliação de impacto em repositório digital em código aberto com publicação integral dos estudos, metodologias e bases de referência e recomendações de políticas",A011,D018
2.3.3.3,2.3.3,Criação de painel de monitoramento de impacto de ações para segurança viária integrado ao Infosiga,A011,D018
2.3.3.4,2.3.3,"Capacitação técnica periódica em avaliação de impacto, voltada a gestores públicos e parceiros institucionais",A011,D018
2.3.4.1,2.3.4,"Elaboração de calendário anual de capacitação, incluindo as temáticas de análise de dados, proteção de dados e governanaça de dados",A011,D018
2.3.4.2,2.3.4,Formalização de parceria com universidade e/ou centro de pesquisa para realização de cursos correlatos,A011,D018
2.3.5.1,2.3.5,Aquisição e instalação de medidores automáticos de tráfego,A009,D011
2.3.5.2,2.3.5,Elaboração de diagnóstico de exposição ao risco em rodovias estaduais,A009,D011
2.3.5.3,2.3.5,Elaboração de análises preditivas de sinistros a partir dos dados obtidos com os medidores de tráfego,A009,D011
2.3.5.4,2.3.5,"Criação de painel interativo de tráfego com visualização integrada de fluxo veicular, velocidade e risco de ocorrência de sinistros",A009,D011
2.3.5.5,2.3.5,Capacitação técnica em análise preditiva de sinistros a partir de dados de tráfego rodoviário,A009,D011
3.1.1.1,3.1.1,"Elaboração e publicação do guia técnico estadual de desenho viário seguro, reunindo e atualizando diretrizes e parâmetros aplicáveis à malha urbana, com orientações para formulação, avaliação e implantação de projetos viários seguros pelos municípios e órgãos estaduais",A011,D018
3.1.1.2,3.1.1,Incorporação das diretrizes e parâmetros do guia técnico estadual de desenho viário seguro em programas estaduais que incidem na malha urbana,A011,D018
3.1.1.3,3.1.1,Disseminação e treinamento do guia técnico estadual de desenho viário seguro para técnicos estaduais e municipais,A011,D018
3.1.2.1,3.1.2,Definição de indicadores contratuais complementares de desempenho relacionados à infraestrutura viária segura de todos os usuários da via e validação intersetorial dos indicadores,A004,D001
3.1.2.2,3.1.2,Publicação de caderno de indicadores contratuais de infraestrutura viária segura para concessão de rodovias e novas rodovias,A004,D001
3.1.2.3,3.1.2,Incorporação de metas de readequação da infraestrurua viária nos editais e aditivos contratuais relativos à concessão de rodovias e novas rodovias,A004,D001
3.1.2.4,3.1.2,Elaboração e publicação de de resultados de análises de desempenho em segurança viária das concessionárias,A004,D001
3.1.3.1,3.1.3,Mapeamento e análise crítica dos contratos de concessão de corredores de transporte coletivo existentes e cláusulas de infraestrutura viária segura,A004,D002
3.1.3.2,3.1.3,Definição de indicadores contratuais complementares de desempenho relacionados à infraestrutura viária segura de todos os usuários da via e validação intersetorial dos indicadores,A004,D002
3.1.3.3,3.1.3,Publicação de caderno de indicadores contratuais de infraestrutura viária segura para concessão de corredores de transporte coletivo,A004,D002
3.1.3.4,3.1.3,Incorporação de metas de readequação da infraestrurua viária nos editais e aditivos contratuais relativos à concessão de corredores de transporte coletivo,A004,D002
3.1.3.5,3.1.3,Elaboração e publicação de resultados de análises de desempenho em segurança viária das concessionárias,A004,D002
3.1.4.1,3.1.4,Mapeamento e análise crítica dos contratos de novas rodovias e de manutenção de rodovias existentes e cláusulas relacionados à infraestrutura viária segura,A009,D010
3.1.4.2,3.1.4,Definição de indicadores contratuais complementares de desempenho relacionados à infraestrutura viária segura de todos os usuários da via e validação intersetorial dos indicadores,A009,D010
3.1.4.3,3.1.4,Publicação de caderno de indicadores contratuais de infraestrutura viária segura para novas rodovias e manutenção de rodovias,A009,D010
3.1.4.4,3.1.4,Incorporação de metas de readequação da infraestrurua viária nos editais e aditivos contratuais relativos às novas rodovias e de manutenção de rodovias,A009,D010
3.1.4.5,3.1.4,Elaboração e publicação de resultados de análises de desempenho em segurança viária das rodovias estaduais sob administração pública direta,A009,D010
3.1.5.1,3.1.5,Análise crítica das diretrizes e parâmetros já existentes a nível estadual sobre desenho e sinalização viária voltada para pedestres,A009,D009
3.1.5.2,3.1.5,Criação de parâmetros de desenho viário seguro para pedestres em trechos de rodovias estaduais que cruzam centros urbanos,A009,D009
3.1.5.3,3.1.5,"Publicação do Manual Rodoviário para Pedestres do DER-SP, incorporando parâmetros existentes, revisados e criados",A009,D009
3.1.5.4,3.1.5,"Disseminação e treinamento do Manual Rodoviário para Pedestres do DER-SP criado para técnicos estaduais e municipais, e das concessionárias",A009,D009
3.1.6.1,3.1.6,Elaboração de documento com recomendações de atualização ou harmonização de normas técnicas de infraestrutura e desenho viário embasadas em evidências,A009,D009
3.1.6.2,3.1.6,Envio de contribuições técnicas para a Câmara Temática de Engenharia de Tráfego e Sinalização de Trânsito (CTET) vinculada ao Conselho Nacional de Trânsito (CONTRAN),A009,D009
3.2.1.1,3.2.1,"Mapeamento dos trechos de alto risco das rodovias estaduais sob administração pública direta, a partir da metodologia iRAP de avaliação da infraestrutura",A009,D011
3.2.1.2,3.2.1,"Mapeamento dos trechos de alto risco das rodovias estaduais concedidas, a partir da metodologia iRAP de avaliação da infraestrutura",A004,D001
3.2.1.3,3.2.1,"Elaboração e publicação de plano de priorização e tratamento dos pontos críticos das rodovias estaduais sob administração pública direta, considerando locais mais críticos e trechos rodoviários com características urbanas",A009,D011
3.2.1.4,3.2.1,Revisão dos planos de ação de intervenções nas rodovias estaduais concedidas para inclusão do tratamento dos pontos críticos não previstos,A004,D001
3.2.1.5,3.2.1,Capacitação das equipes técnicas estaduais em inspeções de segurança viária,A009,D011
3.2.1.6,3.2.1,Implantação dos projetos de melhorias nos trechos de rodovias estaduais sob administração pública direta,A009,D009
3.2.1.7,3.2.1,Publicação de resultados de análises de desempenho com periodicidade e métricas padronizadas por trecho das rodovias sob administração pública direta,A009,D011
3.2.1.8,3.2.1,Publicação de resultados de análises de desempenho com periodicidade e métricas padronizadas por trecho das rodovias concedidas,A004,D001
3.2.2.1,3.2.2,Mapeamento e análise crítica dos programas estaduais existentes que implementam ações na malha viária urbana,A011,D018
3.2.2.2,3.2.2,"Revisão dos critérios de enquadramento, seleção dos locais e soluções-tipo dos programas, com foco em salvar vidas",A011,D018
3.2.2.3,3.2.2,Capacitação dos técnicos municipais e estaduais em desenho viário seguro,A011,D018
3.2.2.4,3.2.2,Repasse de recursos financeiros e/ou materiais para a implantação de projetos viários seguros nos municipios,A011,D018
3.2.3.1,3.2.3,"Mapeamento e georreferenciamento de registros de atropelamentos de fauna e animais domésticos em rodovias estaduais, com identificação dos 50 trechos mais críticos",A009,D011
3.2.3.2,3.2.3,"Elaboração de Plano estadual de mitigação de atropelamentos de fauna, com diretrizes de engenharia, gestão e monitoramento",A009,D011
3.2.3.3,3.2.3,Elaboração de instrumento de cooperação com municípios para criação e fortalecimento de espaços de acolhimento e atendimento emergencial a animais domésticos abandonados e atropelados vivos,A009,D011
3.2.3.4,3.2.3,Implantação de programa piloto de passagens de fauna com monitoramento de efetividade,A009,D011
3.2.3.5,3.2.3,"Realização de campanha estadual de conscientização sobre abandono e bem-estar animal, em parceria com municípios",A009,D011
3.3.1.1,3.3.1,Monitoramento permanente dos Planos Integrados de Transportes Urbanos (PITU),A037,D035
3.3.1.2,3.3.1,"Ampliação dos critérios de segurança viária no PDT e PITU, alinhando-os ao Sistema Seguro",A037,D035
3.3.2.1,3.3.2,"Mapeamento dos trechos rodoviários críticos, considerando locais com alta sinistralidade de ciclistas, locais com alto fluxo de ciclistas em rodovias sem infraestrutura cicloviária e trechos rodoviários com características urbanas, e definição das metas e prazos de implantação",A032,D024
3.3.2.2,3.3.2,Revisão e atualização da regulamentação que define os parâmetros de desenho da infraestrutura cicloviária nas rodovias estaduais,A032,D024
3.3.2.3,3.3.2,"Revisão e atualização da regulamentação estadual para incluir a obrigatoriedade de bicicletários nas estações de transporte coletivo mantidas ou concedidas pelo estado (metrô, trem, VLT etc.)",A032,D024
3.3.2.4,3.3.2,Implantação dos projetos de ciclovias e ciclofaixas nos trechos rodoviários críticos sob administração pública direta,A009,D009
3.3.2.5,3.3.2,Incorporação da obrigação de ciclovias e ciclofaixas nos trechos rodoviários críticos nos editais e aditivos contratuais das rodovias estaduais concedidas,A004,D001
4.1.1.1,4.1.1,Elaboração de repositório com materiais de apoio à prática educativa no tema da segurança viária contendo orientações de atividades e projetos continuados para cada etapa escolar e faixa etária,A011,D018
4.1.1.2,4.1.1,Realização de programas de capacitação de professores da rede de educação básica estadual e municipal em mobilidade e segurança viária,A011,D018
4.1.1.3,4.1.1,Realização de oficinas e palestras sobre segurança viária voltadas a adultos e idosos atendidos pela EJA nas redes estadual e municipal de educação,A031,D023
4.1.1.4,4.1.1,"Criação de rede paulista de educadores estaduais e municipais em segurança viária, da rede de articuladores regionais",A031,D023
4.1.1.5,4.1.1,Instituição de reconhecimento estadual de boas práticas de segurança viária na rede de educação básica,A031,D023
4.1.2.1,4.1.2,Formalização dos convênios e parcerias com universidades e institutos,A031,D023
4.1.2.2,4.1.2,Realização de oficinas e palestras para aproximação com as instituições de ensino superior,A011,D018
4.1.2.3,4.1.2,"Elaboração de documento com diretrizes curriculares e conteúdos mínimos sobre segurança viária, em alinhamento com os princípios do Sistema Seguro e da Visão Zero, e com a BNCC e Currículo Paulista",A011,D018
4.1.2.4,4.1.2,Instituição de reconhecimento estadual de boas práticas de segurança viária na rede de educação superior,A011,D018
4.1.3.1,4.1.3,Mapeamento dos municípios que possuem órgãos de trânsito e das organizações e institutos por localidade que possuem sinergia com o tema da mobilidade e segurança viária,A011,D018
4.1.3.2,4.1.3,"Formalização de convênios e parcerias com municípios, organizações e institutos",A011,D018
4.1.3.3,4.1.3,Capacitação servidores municipais e equipes das organizações parceiras,A011,D018
4.1.4.1,4.1.4,Publicação de metodologia participativa para sensibilização e escuta de jovens que valorize suas experiências e vivências,A011,D018
4.1.4.2,4.1.4,Capacitação das equipes das Superintendências Regionais de Trânsito para aplicação das atividades,A011,D018
4.1.4.3,4.1.4,Definição de agenda alinhada com o calendário das unidades escolares para aplicação das atividades,A031,D023
4.1.4.4,4.1.4,Elaboração e implementação de plano de atividades de sensibilização juvenil,A011,D018
4.1.4.5,4.1.4,Realização de ciclos de sensibilização de jovens pelas Superintendências Regionais de Trânsito,A011,D018
4.2.1.1,4.2.1,Elaboração de conteúdo dos conceitos de Sistema Seguro e Visão Zero para uso nos ciclos de capacitação,A011,D018
4.2.1.2,4.2.1,Implantação de ferramenta de monitoramento da atualização contínua dos servidores estaduais no âmbito do SISTRAN-SP,A008,D007
4.2.2.1,4.2.2,Disseminação de conteúdo dos conceitos de Sistema Seguro e Visão Zero para uso do município nos ciclos de capacitação,A011,D018
4.2.2.2,4.2.2,"Criação de espaços permanentes de intercâmbio entre técnicos municipais e estaduais sobre formação e capacitação continuada de servidores, no âmbito do SISTRAN-SP",A008,D008
4.3.1.1,4.3.1,"Revisão dos conteúdos das capacitações de Motofrete, Transporte Escolar, Transporte Coletivo de Passageiros, Transporte de Produtos Perigosos, Transporte de Emergência e Transporte de Carga Indivisível, alinhando-os aos princípios do Sistema Seguro",A011,D018
4.3.2.1,4.3.2,Avaliação e homologação dos materiais didáticos e referenciais pedagógicos alinhados ao Sistema Seguro utilizados na formação de instrutores e examinadores de trânsito,A011,D018
4.3.2.2,4.3.2,Implementação de programa de reconhecimento e incentivo a instrutores e examinadores,A011,D018
4.3.3.1,4.3.3,"Definição unificada das indicações estaduais, no âmbito do SISTRAN-SP, para representação estadual na Câmara Temática de Educação para o Trânsito (CTEDUC)",A008,D005
4.3.3.2,4.3.3,"Elaboração de documento com recomendações sobre a atualização da formação de condutores, seus conteúdos e metodologias",A011,D018
4.3.4.1,4.3.4,Publicação de diagnóstico técnico das condições dos locais de provas,A011,D017
4.3.4.2,4.3.4,Implantação das adequações conforme critérios de priorização definidos,A011,D017
4.3.5.1,4.3.5,Adequação dos sistemas digitais para disseminação das campanhas,A011,D016
4.3.5.2,4.3.5,Produção de conteúdos de campanhas educativas alinhados aos principais fatores de risco,A011,D018
5.1.1.1,5.1.1,Criação de guia com diretrizes de desenvolvimento de campanhas e banco de referências de campanhas nacionais e internacionais em segurança viária no portal da SECOM,A011,D013
5.1.1.2,5.1.1,Publicação de guia com diretrizes de desenvolvimento de campanhas e banco de referências de campanhas nacionais e internacionais em segurança viária no portal da SECOM,A011,D013
5.1.2.1,5.1.2,"Elaboração do Plano Anual de Mídia das Campanhas de Massa, com definição de canais e orçamento",A011,D013
5.1.2.2,5.1.2,Execução de brand lift (ferramenta para medir o impacto das campanhas no público) em campanhas pré determinadas do calendário anual,A011,D013
5.1.2.3,5.1.2,Execução de teste de mensagem pré campanha para garantir mensagem alinhada com o público-alvo,A011,D013
5.1.2.4,5.1.2,Implantação de ferramenta de monitoramento de indicadores de comunicação,A011,D013
5.1.3.1,5.1.3,"Produção de materiais de campanhas temáticas multicanal (podendo incluir peças digitais, vídeos e materiais impressos)",A011,D013
5.1.3.2,5.1.3,"Disseminação dos materiais de campanhas temáticas multicanal (podendo incluir peças digitais, vídeos e materiais impressos) aos municípios",A011,D013
5.2.1.1,5.2.1,"Produção de materiais de apoio (apresentações, roteiros, guias, etc)",A011,D013
5.2.1.2,5.2.1,Desenvolvimento de plano de capacitações,A011,D013
5.2.1.3,5.2.1,Realização de capacitações para porta-vozes dos órgãos integrados ao Sistran,A011,D013
5.2.1.4,5.2.1,Realização de capacitações para equipes de comunicação dos órgãos integrados ao Sistran,A011,D013
5.2.2.1,5.2.2,Publicação do Guia Oficial de Narrativa de Segurança Viária do Estado de São Paulo,A011,D013
5.2.2.2,5.2.2,Criação de ficha resumo para porta-vozes com dicas de comunicação e mensagens-chave sobre temas sensíveis relacionados à segurança viária,A011,D013
5.2.3.1,5.2.3,Criação e publicação de Guia Prático para Ações de Comunicação em Segurança Viária,A011,D013
5.2.3.2,5.2.3,Disseminação do guia junto aos municípios integrados ao Sistran-SP,A011,D018
5.2.4.1,5.2.4,Criação e manutenção de lista de contatos qualificado de imprensa,A011,D013
5.2.4.2,5.2.4,"Produção e envio regular de sugestões de pauta, artigos de opinião e comunicados à imprensa",A011,D013
5.2.4.3,5.2.4,Realização de capacitação anual para jornalistas,A011,D013
5.2.4.4,5.2.4,"Produção e distribuição de ""kit de imprensa digital"" após eventos e ações estratégicas",A011,D013
5.3.1.1,5.3.1,Desenvolvimento de plano de capacitações,A011,D013
5.3.1.2,5.3.1,"Produção de materiais de apoio (apresentações, roteiros, guias, etc)",A011,D013
5.3.2.1,5.3.2,Formalização de acordos de cooperação ou termos de parceria,A011,D018
5.3.2.2,5.3.2,Mapeamento de novos parceiros para colaboração,A011,D013
5.3.3.1,5.3.3,Definição de calendário editorial anual com ações intersetoriais de comunicação sobre segurança viária aos municípios,A011,D013
5.3.3.2,5.3.3,Disseminação do calendário junto às Superintendências Regionais de Trânsito e órgãos parceiros,A011,D013
6.1.1.1,6.1.1,"Mapeamento e revisão de convênios e instrumentos legais existentes entre órgãos de fiscalização, bem como de modelos de convênio no âmbito do Estado",A011,D016
6.1.1.2,6.1.1,Revisão de modelo de documentos e instrumentos legais padrão,A011,D016
6.1.1.3,6.1.1,Assinatura e publicação de instrumentos legais de cooperação,A011,D021
6.1.2.1,6.1.2,Realização de oficinas técnicas regionais com participação dos órgãos envolvidos,A011,D018
6.1.2.2,6.1.2,"Estabelecimento de planos estratégicos estadual e regionais de fiscalização, com base nos dados Infosiga e Oficinas regionais",A011,D018
6.1.2.3,6.1.2,"Desenvolvimento de solução tecnológica para apoiar o planejamento integrado de operações, contemplando requisitos e protocolos para a coleta e gestão de dados",A011,D019
6.1.2.4,6.1.2,"Publicação de resultados de análise de desempenho e cobertura territorial das operações, com o objetivo de avaliar o impacto das ações de fiscalização e garantir a alocação adequada e sustentada de recursos",A011,D018
6.1.3.1,6.1.3,Publicação do Plano de Trabalho e Cronograma do processo colaborativo de elaboração do manual,A011,D016
6.1.3.2,6.1.3,"Elaboração e publicação do Manual Estadual de Procedimentos Operacionais Padrão (POP), incluindo a revisão de manuais de procedimento operacional atuais (CPTran/CPRv/PRF)",A011,D016
6.1.4.1,6.1.4,Elaboração de diagnóstico estadual das capacidades municipais de fiscalização,A011,D018
6.1.4.2,6.1.4,Elaboração e publicação de guia de apoio à estruturação da fiscalização municipal,A011,D018
6.1.4.3,6.1.4,Realização de ciclos regionais de capacitação técnica para municípios,A011,D018
6.1.5.1,6.1.5,Elaboração de plano anual de capacitação e intercâmbio técnico,A011,D018
6.1.5.2,6.1.5,"Realização de fóruns, workshops e visitas técnicas entre órgãos fiscalizadores",A011,D018
6.1.5.3,6.1.5,Oferecimento de cursos para órgãos conveniados ao Detran-SP por intermédio da plataforma de educação do Detran-SP,A011,D018
6.1.6.1,6.1.6,Realização de encontros e seminários técnicos sobre segurança viária,A008,D007
6.1.6.2,6.1.6,"Elaboração e disseminação de materiais de referência para o Judiciário (Cartilha comum/manual com tipos de bloqueio, tanto para judiciário quanto para órgãos)",A011,D020
6.2.1.1,6.2.1,Elaboração de modelo metodológico de avaliação das ações de fiscalização,A011,D018
